Idade;Nivel_educacao;Avaliacao_desempenho;Experiencia_cargos_lideranca;Habilidades_competencias;Treinamento_lideranca;Feedback_supervisores;Satisfacao_trabalho;Lider;Coach;Empodera;Sucesso_membros;Orientado_resultados;Comunicador;Desenvolvimento_carreira;Estrategia_equipe;Habilidades_tecnicas
36.0;Especialização;0.0;0.0;0.0;N;0.6838472081316876;1.0;N;N;N;N;N;N;N;N;N
51.0;Superior;3.0;1.0;6.0;S;0.8075571414777902;1.0;N;N;N;N;N;N;N;N;N
31.0;Superior;0.0;0.0;3.0;S;0.19144529170927171;5.0;N;N;N;N;N;N;N;N;N
21.0;Doutorado;0.0;0.0;10.0;S;0.8467996008147614;2.0;N;N;N;N;N;N;N;N;N
65.0;Médio;1.0;1.0;2.0;N;0.0578524909990914;3.0;N;N;N;N;N;N;N;N;N
70.0;Superior;0.0;1.0;7.0;S;0.006393752076019554;0.0;N;N;N;N;N;N;N;N;N
69.0;Doutorado;3.0;1.0;1.0;N;;2.0;N;N;N;N;N;N;N;N;N
63.0;Médio;4.0;1.0;8.0;N;0.9786671869732325;4.0;S;S;S;S;S;S;S;S;S
44.0;Especialização;3.0;1.0;7.0;N;0.5235653776177764;1.0;N;N;N;N;N;N;N;N;N
46.0;Doutorado;1.0;1.0;7.0;S;0.04656741151410937;1.0;N;N;N;N;N;N;N;N;N
64.0;Especialização;3.0;1.0;2.0;N;0.9971756840497129;1.0;N;N;N;N;N;N;N;N;N
45.0;Superior;2.0;0.0;3.0;N;0.7449112548270225;3.0;N;N;N;N;N;N;N;N;N
52.0;Superior;4.0;0.0;1.0;N;0.8380050759512163;4.0;N;N;N;N;N;N;N;N;N
25.0;Médio;2.0;1.0;1.0;S;0.21294052648008344;3.0;N;N;N;N;N;N;N;N;N
33.0;Doutorado;2.0;0.0;3.0;N;0.10544943423635766;0.0;N;N;N;N;N;N;N;N;N
59.0;Especialização;5.0;1.0;5.0;S;0.5150849427176344;2.0;N;N;N;N;N;N;N;N;N
53.0;Médio;1.0;0.0;4.0;S;0.7721756842822425;2.0;N;N;N;N;N;N;N;N;N
47.0;Superior;0.0;1.0;0.0;N;0.6377806523184976;1.0;N;N;N;N;N;N;N;N;N
35.0;Superior;2.0;0.0;9.0;N;0.6310593315181711;1.0;N;N;N;N;N;N;N;N;N
19.0;Doutorado;3.0;1.0;0.0;S;0.7570960836883198;0.0;N;N;N;N;N;N;N;N;N
66.0;Especialização;0.0;0.0;5.0;N;0.227020825553512;3.0;N;N;N;N;N;N;N;N;N
30.0;Doutorado;3.0;1.0;2.0;S;0.6615192818109894;5.0;N;N;N;N;N;N;N;N;N
21.0;nan;3.0;0.0;2.0;n;0.3921106691353573;;N;N;N;N;N;N;N;N;N
43.0;Especialização;0.0;0.0;6.0;S;0.0697534853203392;5.0;N;N;N;N;N;N;N;N;N
42.0;Doutorado;0.0;1.0;0.0;N;0.20214260624338531;4.0;N;N;N;N;N;N;N;N;N
47.0;Médio;3.0;0.0;0.0;S;0.7940037392048925;0.0;N;N;N;N;N;N;N;N;N
28.0;Doutorado;1.0;0.0;9.0;S;0.895930698080457;2.0;N;N;N;N;N;N;N;N;N
24.0;Doutorado;4.0;0.0;2.0;N;0.28282181152837693;2.0;N;N;N;N;N;N;N;N;N
48.0;Não Especifica;5.0;0.0;7.0;N;0.1903609380056821;3.0;N;N;N;N;N;N;N;N;N
61.0;Não Especifica;4.0;0.0;0.0;S;0.026724504245174807;0.0;N;N;N;N;N;N;N;N;N
27.0;Doutorado;1.0;1.0;9.0;S;0.9476973885868119;4.0;S;S;S;S;S;S;S;S;S
56.0;Doutorado;5.0;1.0;3.0;S;0.6838549250352078;0.0;N;N;N;N;N;N;N;N;N
30.0;Superior;0.0;0.0;8.0;N;0.9570301050431603;0.0;N;N;N;N;N;N;N;N;N
48.0;Especialização;5.0;1.0;3.0;S;0.8638491829705549;3.0;N;N;N;N;N;N;N;N;N
24.0;Doutorado;;0.0;9.0;S;0.3404665926904077;4.0;S;S;S;S;S;S;S;S;S
73.0;Médio;4.0;1.0;7.0;D;0.1126830457555068;5.0;N;N;N;N;N;N;N;N;N
66.0;Médio;5.0;0.0;6.0;N;0.49905679486013776;2.0;N;N;N;N;N;N;N;N;N
59.0;Médio;3.0;0.0;2.0;S;0.026813797817671015;1.0;N;N;N;N;N;N;N;N;N
59.0;Doutorado;1.0;0.0;6.0;N;0.14991662814344964;5.0;N;N;N;N;N;N;N;N;N
73.0;Especialização;5.0;0.0;6.0;S;0.23343262901508355;4.0;N;N;N;N;N;N;N;N;N
53.0;Especialização;3.0;1.0;9.0;S;0.6656465961444752;2.0;N;N;N;N;N;N;N;N;N
37.0;Superior;1.0;1.0;2.0;N;0.5098774739540961;5.0;N;N;N;N;N;N;N;N;N
21.0;Doutorado;0.0;1.0;1.0;S;0.3024195561127978;3.0;N;N;N;N;N;N;N;N;N
71.0;Especialização;1.0;0.0;8.0;S;0.5647683991913399;4.0;S;S;S;S;S;S;S;S;S
24.0;Doutorado;1.0;1.0;;N;0.1252026488883673;4.0;N;N;N;N;N;N;N;N;N
71.0;Superior;4.0;1.0;6.0;S;0.7557081268186125;2.0;N;N;N;N;N;N;N;N;N
18.0;Não Especifica;;0.0;3.0;N;0.7120351387532843;2.0;N;N;N;N;N;N;N;N;N
61.0;Superior;5.0;0.0;1.0;S;0.2165026756805294;0.0;N;N;N;N;N;N;N;N;N
73.0;Médio;4.0;0.0;1.0;n;0.6063915557763068;0.0;N;N;N;N;N;N;N;N;N
62.0;Doutorado;2.0;1.0;7.0;N;0.5033026042972379;4.0;N;N;N;N;N;N;N;N;N
59.0;Superior;1.0;1.0;6.0;N;0.06081631184979974;1.0;N;N;N;N;N;N;N;N;N
64.0;Doutorado;2.0;0.0;6.0;N;0.27815391683613444;3.0;N;N;N;N;N;N;N;N;N
30.0;nan;4.0;1.0;4.0;N;0.9994827040238524;2.0;N;N;N;N;N;N;N;N;N
72.0;Médio;3.0;0.0;9.0;D;0.09953566111081602;0.0;N;N;N;N;N;N;N;N;N
39.0;Superior;4.0;;7.0;S;0.5064113070221608;3.0;N;N;N;N;N;N;N;N;N
71.0;Superior;3.0;0.0;1.0;S;0.8493337546145772;5.0;N;N;N;N;N;N;N;N;N
38.0;Especialização;3.0;1.0;1.0;N;0.30065187300516394;5.0;N;N;N;N;N;N;N;N;N
;Doutorado;0.0;1.0;4.0;S;0.2607086389937505;4.0;N;N;N;N;N;N;N;N;N
45.0;Superior;1.0;1.0;0.0;N;0.8907930516903237;2.0;N;N;N;N;N;N;N;N;N
26.0;Especialização;4.0;0.0;5.0;N;0.30482994698157306;5.0;N;N;N;N;N;N;N;N;N
43.0;Doutorado;3.0;0.0;3.0;S;0.651493311252792;2.0;N;N;N;N;N;N;N;N;N
26.0;Superior;4.0;0.0;5.0;N;0.7403129843309826;0.0;N;N;N;N;N;N;N;N;N
32.0;Especialização;4.0;1.0;6.0;S;0.788617749307105;5.0;N;N;N;N;N;N;N;N;N
27.0;Especialização;3.0;0.0;2.0;N;0.9947596373069965;1.0;N;N;N;N;N;N;N;N;N
41.0;Doutorado;5.0;1.0;10.0;N;0.8031920697099003;5.0;S;S;S;S;S;S;S;S;S
75.0;Especialização;2.0;0.0;7.0;S;0.6570121568875343;2.0;N;N;N;N;N;N;N;N;N
74.0;Doutorado;1.0;0.0;6.0;N;0.8954635577589736;1.0;N;N;N;N;N;N;N;N;N
59.0;Doutorado;1.0;1.0;0.0;D;0.9057446356389475;3.0;N;N;N;N;N;N;N;N;N
25.0;Doutorado;5.0;1.0;5.0;N;;5.0;N;N;N;N;N;N;N;N;N
41.0;Médio;0.0;0.0;6.0;S;0.7764652644764861;2.0;N;N;N;N;N;N;N;N;N
33.0;Especialização;5.0;0.0;10.0;S;0.19492733059813094;5.0;S;S;S;S;S;S;S;S;S
66.0;Doutorado;0.0;1.0;3.0;S;0.7098060889039901;5.0;N;N;N;N;N;N;N;N;N
43.0;Superior;0.0;1.0;1.0;S;0.07512844164381849;2.0;N;N;N;N;N;N;N;N;N
44.0;Médio;5.0;0.0;9.0;S;0.3179629279153935;1.0;N;N;N;N;N;N;N;N;N
54.0;Não Especifica;1.0;1.0;;N;0.11580751031558345;0.0;N;N;N;N;N;N;N;N;N
21.0;Especialização;2.0;0.0;6.0;S;0.9499426068875401;5.0;N;N;N;N;N;N;N;N;N
67.0;Doutorado;1.0;0.0;0.0;S;0.338754112224362;4.0;N;N;N;N;N;N;N;N;N
41.0;Especialização;1.0;0.0;7.0;N;0.7132156464432498;3.0;N;N;N;N;N;N;N;N;N
36.0;Médio;1.0;1.0;2.0;N;0.5713184357861273;2.0;N;N;N;N;N;N;N;N;N
53.0;Doutorado;5.0;0.0;3.0;S;0.10751141305713685;5.0;N;N;N;N;N;N;N;N;N
56.0;Superior;5.0;0.0;4.0;N;0.5613444478808775;0.0;N;N;N;N;N;N;N;N;N
27.0;Doutorado;5.0;1.0;0.0;N;0.6610235434248729;;N;N;N;N;N;N;N;N;N
42.0;Médio;1.0;1.0;;N;0.8815172573136296;5.0;N;N;N;N;N;N;N;N;N
35.0;Superior;2.0;1.0;9.0;S;0.07008564241914317;3.0;N;N;N;N;N;N;N;N;N
36.0;Doutorado;0.0;0.0;5.0;N;0.2956339850968406;4.0;N;N;N;N;N;N;N;N;N
53.0;Superior;4.0;1.0;1.0;N;0.6923409439126125;2.0;N;N;N;N;N;N;N;N;N
27.0;Superior;0.0;1.0;10.0;S;0.03433163587181187;;S;S;S;S;S;S;S;S;S
50.0;Médio;0.0;0.0;9.0;N;0.2035534561774709;1.0;N;N;N;N;N;N;N;N;N
72.0;Superior;4.0;0.0;5.0;N;0.21867039640466812;0.0;N;N;N;N;N;N;N;N;N
67.0;Especialização;1.0;0.0;7.0;S;0.6693264127735739;4.0;N;N;N;N;N;N;N;N;N
22.0;Médio;2.0;0.0;5.0;S;0.28596067947544745;2.0;N;N;N;N;N;N;N;N;N
64.0;Especialização;2.0;1.0;3.0;S;0.5995956622601574;5.0;N;N;N;N;N;N;N;N;N
66.0;Superior;0.0;0.0;3.0;N;0.9653484466763073;4.0;N;N;N;N;N;N;N;N;N
52.0;Especialização;4.0;1.0;8.0;S;0.7932429820012339;1.0;N;N;N;N;N;N;N;N;N
61.0;Doutorado;3.0;0.0;5.0;S;0.33290280464450606;2.0;N;N;N;N;N;N;N;N;N
51.0;Superior;;0.0;7.0;N;0.4723999688393643;4.0;N;N;N;N;N;N;N;N;N
50.0;Doutorado;0.0;1.0;7.0;N;0.2006739021010029;2.0;N;N;N;N;N;N;N;N;N
72.0;Especialização;2.0;1.0;6.0;N;0.015720010303449827;2.0;N;N;N;N;N;N;N;N;N
38.0;Doutorado;5.0;1.0;2.0;N;0.28971539812485825;4.0;N;N;N;N;N;N;N;N;N
34.0;Superior;5.0;0.0;9.0;D;0.3694086112049382;2.0;N;N;N;N;N;N;N;N;N
39.0;Doutorado;4.0;0.0;0.0;S;0.5643671729184754;1.0;N;N;N;N;N;N;N;N;N
65.0;Especialização;4.0;1.0;4.0;S;0.9440666492637297;4.0;N;N;N;N;N;N;N;N;N
54.0;Especialização;0.0;1.0;9.0;S;0.9478520730718336;5.0;S;S;S;S;S;S;S;S;S
32.0;Especialização;3.0;0.0;9.0;N;0.07009829885928875;4.0;S;S;S;S;S;S;S;S;S
52.0;Superior;2.0;1.0;1.0;S;0.6146456795311703;1.0;N;N;N;N;N;N;N;N;N
45.0;Especialização;0.0;1.0;9.0;N;0.042352650887856114;1.0;N;N;N;N;N;N;N;N;N
24.0;Superior;3.0;0.0;1.0;N;0.6480810748157035;1.0;N;N;N;N;N;N;N;N;N
49.0;Doutorado;4.0;1.0;6.0;S;0.1177030622751466;5.0;N;N;N;N;N;N;N;N;N
28.0;Especialização;5.0;0.0;;S;0.9464028250221004;5.0;S;S;S;S;S;S;S;S;S
27.0;Doutorado;1.0;0.0;2.0;N;;2.0;N;N;N;N;N;N;N;N;N
26.0;Médio;5.0;0.0;7.0;N;0.022328830553383305;2.0;N;N;N;N;N;N;N;N;N
31.0;Doutorado;2.0;1.0;8.0;S;0.7821317244578563;3.0;N;N;N;N;N;N;N;N;N
30.0;Médio;2.0;1.0;7.0;S;0.635897117170611;2.0;N;N;N;N;N;N;N;N;N
74.0;Doutorado;5.0;1.0;5.0;n;0.4953691906343791;1.0;N;N;N;N;N;N;N;N;N
42.0;Superior;5.0;1.0;4.0;N;0.6026344867524884;3.0;N;N;N;N;N;N;N;N;N
19.0;Doutorado;3.0;0.0;2.0;N;0.6782500604631375;1.0;N;N;N;N;N;N;N;N;N
52.0;Superior;0.0;0.0;2.0;N;0.8844574755605131;0.0;N;N;N;N;N;N;N;N;N
24.0;Superior;4.0;1.0;6.0;S;;5.0;N;N;N;N;N;N;N;N;N
38.0;Especialização;3.0;1.0;4.0;S;0.5753778193299905;4.0;N;N;N;N;N;N;N;N;N
35.0;Superior;1.0;1.0;5.0;N;0.8246156607450085;0.0;N;N;N;N;N;N;N;N;N
20.0;Médio;5.0;1.0;5.0;N;0.9869229565036002;5.0;N;N;N;N;N;N;N;N;N
59.0;Não Especifica;1.0;0.0;8.0;S;0.3001820208932947;5.0;S;S;S;S;S;S;S;S;S
71.0;Especialização;1.0;1.0;0.0;N;0.11842069401826816;1.0;N;N;N;N;N;N;N;N;N
56.0;Doutorado;3.0;0.0;7.0;N;0.7314482607086997;2.0;N;N;N;N;N;N;N;N;N
58.0;Superior;4.0;1.0;9.0;N;0.9785963339129832;4.0;S;S;S;S;S;S;S;S;S
66.0;Superior;2.0;1.0;4.0;N;0.11670592120246759;2.0;N;N;N;N;N;N;N;N;N
28.0;Médio;0.0;1.0;5.0;N;0.43170725800824217;2.0;N;N;N;N;N;N;N;N;N
56.0;Doutorado;2.0;0.0;5.0;N;0.06226764218572223;4.0;N;N;N;N;N;N;N;N;N
41.0;Doutorado;4.0;1.0;0.0;S;0.7765319427707897;4.0;N;N;N;N;N;N;N;N;N
63.0;Especialização;2.0;0.0;2.0;N;0.9487087157171121;0.0;N;N;N;N;N;N;N;N;N
36.0;Especialização;5.0;0.0;5.0;S;0.4989941544519999;1.0;N;N;N;N;N;N;N;N;N
21.0;Especialização;5.0;1.0;10.0;S;0.4095211472601892;2.0;N;N;N;N;N;N;N;N;N
43.0;Médio;3.0;0.0;10.0;S;0.907719023250521;1.0;N;N;N;N;N;N;N;N;N
55.0;Médio;1.0;0.0;8.0;N;;1.0;N;N;N;N;N;N;N;N;N
59.0;Especialização;4.0;0.0;5.0;N;0.8915843114750255;3.0;N;N;N;N;N;N;N;N;N
49.0;Doutorado;4.0;1.0;5.0;N;0.39212600280136745;0.0;N;N;N;N;N;N;N;N;N
56.0;Médio;2.0;;0.0;S;0.5594064123578973;2.0;N;N;N;N;N;N;N;N;N
62.0;Doutorado;3.0;0.0;8.0;S;0.528292105128309;5.0;S;S;S;S;S;S;S;S;S
63.0;Doutorado;2.0;1.0;3.0;N;0.615979174410445;4.0;N;N;N;N;N;N;N;N;N
53.0;Superior;2.0;1.0;1.0;N;0.942123313757504;4.0;N;N;N;N;N;N;N;N;N
57.0;Especialização;4.0;0.0;0.0;S;0.9511270322673777;1.0;N;N;N;N;N;N;N;N;N
54.0;Superior;;0.0;2.0;S;0.8311482671636855;0.0;N;N;N;N;N;N;N;N;N
50.0;Especialização;1.0;0.0;2.0;S;0.1915440770377994;0.0;N;N;N;N;N;N;N;N;N
53.0;Especialização;2.0;0.0;4.0;N;0.33351632438845935;2.0;N;N;N;N;N;N;N;N;N
20.0;Doutorado;1.0;1.0;0.0;S;0.4878248502545447;2.0;N;N;N;N;N;N;N;N;N
26.0;Especialização;4.0;1.0;6.0;S;0.9054609393685173;1.0;N;N;N;N;N;N;N;N;N
25.0;Doutorado;3.0;0.0;0.0;S;0.5208648238462119;1.0;N;N;N;N;N;N;N;N;N
50.0;Doutorado;5.0;1.0;3.0;N;0.9774356646687979;1.0;N;N;N;N;N;N;N;N;N
23.0;Especialização;1.0;0.0;5.0;N;0.9838411716692158;3.0;N;N;N;N;N;N;N;N;N
58.0;Doutorado;3.0;1.0;0.0;N;0.5985842594629827;0.0;N;N;N;N;N;N;N;N;N
;nan;3.0;1.0;6.0;S;0.8774953395478112;1.0;N;N;N;N;N;N;N;N;N
21.0;Doutorado;1.0;0.0;9.0;S;0.9992227120238989;0.0;N;N;N;N;N;N;N;N;N
30.0;Médio;4.0;0.0;6.0;S;0.8497165180212197;5.0;N;N;N;N;N;N;N;N;N
66.0;Doutorado;0.0;0.0;2.0;S;0.6569110131862546;4.0;N;N;N;N;N;N;N;N;N
19.0;Médio;3.0;0.0;3.0;N;0.8451335255204949;4.0;N;N;N;N;N;N;N;N;N
22.0;Médio;3.0;1.0;5.0;S;0.08265506178982107;0.0;N;N;N;N;N;N;N;N;N
61.0;Doutorado;4.0;1.0;10.0;S;0.6348213175298393;5.0;S;S;S;S;S;S;S;S;S
44.0;Doutorado;4.0;0.0;6.0;N;0.2165220322350051;4.0;N;N;N;N;N;N;N;N;N
49.0;Médio;2.0;1.0;3.0;S;0.11606365065067403;4.0;N;N;N;N;N;N;N;N;N
38.0;Médio;4.0;1.0;9.0;S;0.8928712523281018;4.0;S;S;S;S;S;S;S;S;S
25.0;Doutorado;3.0;0.0;10.0;S;0.6396449437580538;2.0;N;N;N;N;N;N;N;N;N
55.0;Doutorado;1.0;0.0;8.0;N;0.2435465459219237;5.0;S;S;S;S;S;S;S;S;S
25.0;Especialização;0.0;1.0;8.0;S;0.3867822977401486;2.0;N;N;N;N;N;N;N;N;N
67.0;Médio;2.0;0.0;8.0;N;0.9732765453533918;0.0;N;N;N;N;N;N;N;N;N
20.0;Médio;1.0;0.0;9.0;S;0.8621820528796287;0.0;N;N;N;N;N;N;N;N;N
71.0;Especialização;0.0;1.0;5.0;N;0.015581795500515971;3.0;N;N;N;N;N;N;N;N;N
61.0;Médio;0.0;1.0;1.0;N;0.9798009951323443;2.0;N;N;N;N;N;N;N;N;N
75.0;Superior;0.0;0.0;1.0;N;0.36852947334645736;0.0;N;N;N;N;N;N;N;N;N
20.0;Médio;5.0;1.0;10.0;S;0.6954181659859248;2.0;N;N;N;N;N;N;N;N;N
39.0;Especialização;1.0;0.0;3.0;S;0.7126765646091936;3.0;N;N;N;N;N;N;N;N;N
23.0;Superior;2.0;0.0;8.0;N;0.9116844357070274;0.0;N;N;N;N;N;N;N;N;N
19.0;Doutorado;2.0;1.0;2.0;N;0.8850608762036146;0.0;N;N;N;N;N;N;N;N;N
40.0;Especialização;0.0;1.0;5.0;S;0.2817295914496609;0.0;N;N;N;N;N;N;N;N;N
61.0;Especialização;1.0;0.0;1.0;N;0.6435354782857309;;N;N;N;N;N;N;N;N;N
19.0;Doutorado;5.0;0.0;0.0;S;0.39370542292900446;1.0;N;N;N;N;N;N;N;N;N
55.0;Especialização;0.0;0.0;4.0;S;0.5255437364597197;5.0;N;N;N;N;N;N;N;N;N
34.0;Médio;4.0;1.0;7.0;N;0.5546785254349391;5.0;N;N;N;N;N;N;N;N;N
52.0;Doutorado;2.0;0.0;9.0;N;0.39634344583103676;2.0;N;N;N;N;N;N;N;N;N
51.0;Não Especifica;3.0;1.0;9.0;S;0.4638940204404267;2.0;N;N;N;N;N;N;N;N;N
40.0;Doutorado;0.0;0.0;1.0;S;0.20834226792101118;2.0;N;N;N;N;N;N;N;N;N
47.0;Doutorado;4.0;1.0;9.0;S;0.6076463832614718;3.0;N;N;N;N;N;N;N;N;N
69.0;Doutorado;2.0;0.0;8.0;N;0.7589598154427607;1.0;N;N;N;N;N;N;N;N;N
25.0;Superior;5.0;1.0;7.0;S;0.42974120412327454;2.0;N;N;N;N;N;N;N;N;N
39.0;Especialização;1.0;0.0;2.0;N;0.9776800882040687;2.0;N;N;N;N;N;N;N;N;N
61.0;Superior;2.0;0.0;0.0;N;0.05722640741146856;0.0;N;N;N;N;N;N;N;N;N
75.0;Especialização;1.0;0.0;3.0;S;0.5891606817472145;0.0;N;N;N;N;N;N;N;N;N
53.0;Médio;1.0;0.0;7.0;N;0.583600773443762;0.0;N;N;N;N;N;N;N;N;N
22.0;Médio;5.0;1.0;2.0;N;0.03629627841074945;2.0;N;N;N;N;N;N;N;N;N
30.0;Médio;5.0;1.0;9.0;N;0.22457017239773802;0.0;N;N;N;N;N;N;N;N;N
46.0;Especialização;0.0;1.0;1.0;N;0.9055425836495654;2.0;N;N;N;N;N;N;N;N;N
48.0;Doutorado;0.0;1.0;6.0;S;0.5445140446092138;3.0;N;N;N;N;N;N;N;N;N
64.0;Doutorado;2.0;1.0;3.0;S;0.4363858749678805;3.0;N;N;N;N;N;N;N;N;N
;Superior;5.0;0.0;5.0;N;0.41549644553683884;4.0;N;N;N;N;N;N;N;N;N
72.0;Superior;4.0;1.0;4.0;N;0.8881608320201092;1.0;N;N;N;N;N;N;N;N;N
33.0;Médio;2.0;1.0;1.0;D;0.3670311756215858;0.0;N;N;N;N;N;N;N;N;N
59.0;Superior;3.0;1.0;9.0;N;0.8591668623262577;5.0;S;S;S;S;S;S;S;S;S
47.0;Especialização;1.0;1.0;1.0;N;0.3091925993094502;0.0;N;N;N;N;N;N;N;N;N
74.0;Especialização;1.0;0.0;8.0;S;0.5315039845028434;1.0;N;N;N;N;N;N;N;N;N
72.0;Superior;0.0;0.0;10.0;S;0.1438197695359088;1.0;N;N;N;N;N;N;N;N;N
33.0;Superior;4.0;0.0;9.0;S;0.8250303122434446;;S;S;S;S;S;S;S;S;S
29.0;Superior;5.0;0.0;1.0;S;0.7359748710048278;1.0;N;N;N;N;N;N;N;N;N
34.0;Não Especifica;5.0;1.0;7.0;N;0.5300930634747665;2.0;N;N;N;N;N;N;N;N;N
33.0;Médio;0.0;1.0;7.0;N;0.02590130747897279;0.0;N;N;N;N;N;N;N;N;N
29.0;Médio;3.0;0.0;0.0;S;0.48125733185755404;1.0;N;N;N;N;N;N;N;N;N
25.0;Superior;2.0;0.0;0.0;S;0.22519652822524683;2.0;N;N;N;N;N;N;N;N;N
37.0;Especialização;2.0;1.0;3.0;S;0.4133742958750194;1.0;N;N;N;N;N;N;N;N;N
20.0;Médio;4.0;1.0;1.0;N;0.8564264888586445;5.0;N;N;N;N;N;N;N;N;N
33.0;Especialização;0.0;0.0;0.0;N;0.769603305350733;2.0;N;N;N;N;N;N;N;N;N
47.0;Doutorado;0.0;0.0;8.0;N;0.24195290950759718;3.0;N;N;N;N;N;N;N;N;N
62.0;Especialização;3.0;;2.0;S;0.9849534329255505;2.0;N;N;N;N;N;N;N;N;N
40.0;Superior;2.0;0.0;0.0;S;0.9032105062904678;4.0;N;N;N;N;N;N;N;N;N
45.0;Doutorado;0.0;1.0;1.0;N;0.5286734431337664;2.0;N;N;N;N;N;N;N;N;N
68.0;Médio;5.0;1.0;7.0;N;0.5301503202879133;1.0;N;N;N;N;N;N;N;N;N
57.0;Médio;4.0;1.0;4.0;N;0.9012659650033024;3.0;N;N;N;N;N;N;N;N;N
71.0;Doutorado;2.0;0.0;10.0;S;0.6361448084392319;3.0;N;N;N;N;N;N;N;N;N
22.0;Especialização;3.0;;6.0;N;0.5366884118627729;2.0;N;N;N;N;N;N;N;N;N
37.0;Médio;4.0;1.0;5.0;N;0.7491485236809293;1.0;N;N;N;N;N;N;N;N;N
57.0;Superior;1.0;0.0;0.0;S;0.23509711527075228;3.0;N;N;N;N;N;N;N;N;N
73.0;Doutorado;5.0;0.0;5.0;n;0.8783774196955995;5.0;N;N;N;N;N;N;N;N;N
61.0;Superior;3.0;0.0;10.0;N;0.5314152404080543;2.0;N;N;N;N;N;N;N;N;N
18.0;Doutorado;4.0;0.0;6.0;N;0.6034992949717009;2.0;N;N;N;N;N;N;N;N;N
74.0;Médio;0.0;0.0;3.0;N;0.0899438712548345;2.0;N;N;N;N;N;N;N;N;N
47.0;Especialização;1.0;0.0;7.0;S;0.3095089587622316;3.0;N;N;N;N;N;N;N;N;N
38.0;Doutorado;3.0;1.0;7.0;N;0.4267353366720945;0.0;N;N;N;N;N;N;N;N;N
37.0;Doutorado;0.0;1.0;6.0;S;0.4139095234360195;1.0;N;N;N;N;N;N;N;N;N
23.0;Superior;5.0;1.0;10.0;N;0.7782843661784579;4.0;S;S;S;S;S;S;S;S;S
39.0;Médio;1.0;1.0;1.0;S;0.282322397490008;4.0;N;N;N;N;N;N;N;N;N
35.0;Superior;2.0;1.0;5.0;N;0.18210926234306601;1.0;N;N;N;N;N;N;N;N;N
25.0;Médio;0.0;1.0;5.0;N;0.5826172514622532;0.0;N;N;N;N;N;N;N;N;N
56.0;Superior;4.0;0.0;6.0;S;0.6150148583670825;1.0;N;N;N;N;N;N;N;N;N
49.0;Doutorado;3.0;0.0;5.0;N;0.12158330708624088;2.0;N;N;N;N;N;N;N;N;N
50.0;Superior;1.0;0.0;1.0;N;0.0024685029859959906;5.0;N;N;N;N;N;N;N;N;N
70.0;Especialização;0.0;1.0;7.0;S;0.9176490800218589;1.0;N;N;N;N;N;N;N;N;N
33.0;Médio;2.0;1.0;3.0;N;0.07963699711333405;1.0;N;N;N;N;N;N;N;N;N
29.0;Médio;3.0;0.0;8.0;N;0.8978669319420002;5.0;S;S;S;S;S;S;S;S;S
55.0;Doutorado;3.0;0.0;7.0;N;0.3992148743864111;3.0;N;N;N;N;N;N;N;N;N
69.0;Médio;0.0;0.0;2.0;N;0.6530559079950671;4.0;N;N;N;N;N;N;N;N;N
51.0;Não Especifica;2.0;0.0;2.0;N;0.18561469070639625;4.0;N;N;N;N;N;N;N;N;N
31.0;Superior;5.0;0.0;;S;0.8239170278274891;2.0;N;N;N;N;N;N;N;N;N
53.0;Doutorado;5.0;1.0;1.0;S;0.1801933868998743;5.0;N;N;N;N;N;N;N;N;N
50.0;Especialização;1.0;1.0;8.0;N;0.3865091483149067;2.0;N;N;N;N;N;N;N;N;N
40.0;Médio;0.0;1.0;3.0;N;0.23802577948082637;3.0;N;N;N;N;N;N;N;N;N
67.0;Médio;1.0;0.0;5.0;S;0.8375059576869368;2.0;N;N;N;N;N;N;N;N;N
62.0;Especialização;5.0;1.0;2.0;S;0.8583358136488795;5.0;N;N;N;N;N;N;N;N;N
19.0;Superior;3.0;0.0;2.0;S;0.37202888937023126;5.0;N;N;N;N;N;N;N;N;N
58.0;nan;1.0;1.0;2.0;S;0.3073784710042736;0.0;N;N;N;N;N;N;N;N;N
38.0;Doutorado;2.0;0.0;10.0;S;0.7735653751951652;3.0;N;N;N;N;N;N;N;N;N
19.0;Médio;4.0;0.0;9.0;S;0.8785119718112512;5.0;S;S;S;S;S;S;S;S;S
44.0;Especialização;5.0;1.0;1.0;n;0.6240199941140638;5.0;N;N;N;N;N;N;N;N;N
74.0;Superior;5.0;1.0;7.0;N;0.9274036757291033;3.0;N;N;N;N;N;N;N;N;N
;Não Especifica;2.0;1.0;8.0;N;0.3830438128500836;1.0;N;N;N;N;N;N;N;N;N
18.0;Não Especifica;1.0;1.0;7.0;N;0.15188640201736225;1.0;N;N;N;N;N;N;N;N;N
28.0;Médio;0.0;1.0;9.0;N;0.17964298231704134;;N;N;N;N;N;N;N;N;N
20.0;Doutorado;3.0;0.0;2.0;S;0.66983195229722;5.0;N;N;N;N;N;N;N;N;N
69.0;Doutorado;4.0;1.0;6.0;S;;3.0;N;N;N;N;N;N;N;N;N
40.0;Superior;0.0;1.0;10.0;S;0.1563145983418177;3.0;N;N;N;N;N;N;N;N;N
43.0;Especialização;0.0;0.0;9.0;S;0.2922268549036079;1.0;N;N;N;N;N;N;N;N;N
21.0;Médio;2.0;1.0;1.0;S;0.5306050720327485;4.0;N;N;N;N;N;N;N;N;N
35.0;Especialização;1.0;0.0;3.0;S;0.12144526696213642;4.0;N;N;N;N;N;N;N;N;N
