codigo_tribunal,populacao,num_juizes,casos_recebidos,tipo_caso,taxa_crescimento_populacao,taxa_criminalidade,tempo_casos,nivel_automacao,congestionamento,advogados,urbanizacao,nivel_educacao,habitantes_por_juiz,idh,idade_juizes,casos_pendentes
6858D,363887.0,5.0,279.9646955111966,trabalhista,0.0,0.8266004911693252,6.0,6.0,baixo,35.0,baixo,0.05824350055585045,72777.4,0.253496174578588,50.0,1180.8794048244577
3566D,65187.0,16.0,423.13161700228034,criminal,0.3426915750224056,0.29657509018357736,8.0,5.0,alto,49.0,medio,0.7638897479376652,4074.1875,0.6444562297127711,58.0,1942.8400444415438
6776B,226106.0,20.0,695.6222761276432,civil,0.6141936118177054,0.6996266493366528,16.0,10.0,baixo,95.0,baixo,0.9565753228507858,11305.3,0.8176316463828267,42.0,2013.1057991137957
9304F,494992.0,4.0,321.20156939953847,civil,1.0,0.9143439562848698,8.0,2.0,baixo,46.0,alto,0.5396297287061236,123748.0,0.6422455061311895,60.0,1093.51599101968
6550D,31893.0,2.0,357.81435000694097,civil,0.804265137259856,0.5867615870844851,16.0,9.0,medio,29.0,medio,0.8856173833991605,15946.5,0.3852378685231205,49.0,1186.8590585165541
3320D,174825.0,18.0,143.525518481135,civil,0.42254381348071035,0.4356463310410179,6.0,2.0,invalido,70.0,medio,1.0,9712.5,1.0,60.0,285.0900611364965
6299B,68090.0,19.0,366.6639074497521,trabalhista,0.7918846948351751,0.6584537031615261,17.0,0.0,alto,53.0,baixo,0.7232002991163254,3583.684210526316,1.0,52.0,1360.0028525546259
4590D,488138.0,19.0,154.6429328526523,civil,0.9534397245826738,0.8160638472487708,1.0,4.0,medio,31.0,alto,0.45987748241530196,25691.473684210527,0.4780980550282282,44.0,668.8883034858295
5294C,499984.0,17.0,672.985686729639,trabalhista,0.0,0.37243064177812757,19.0,7.0,alto,96.0,alto,0.8091713453936042,29410.82352941177,0.7885265279108452,38.0,2460.204510680649
4249G,351556.0,14.0,625.0899926671107,criminal,0.48375130663749794,0.18430483014228927,18.0,5.0,alto,84.0,alto,0.14130986379849578,25111.14285714286,0.4435989375630687,41.0,1935.285712440172
7726G,283478.0,19.0,350.77118492003217,civil,0.8846645051084925,0.9669891314148247,17.0,7.0,medio,22.0,alto,0.10723761424181116,14919.894736842103,0.2539611442496332,58.0,1958.1290207049828
5276C,348174.0,13.0,261.21480568842674,trabalhista,,,,6.0,medio,67.0,medio,0.6660333744429797,26782.615384615383,0.8036907740250696,51.0,808.9872302825918
3269H,47509.0,12.0,171.14133764499076,criminal,0.6835958491785719,1.0,12.0,1.0,medio,,baixo,0.929439433626821,3959.0833333333335,0.898692720098659,42.0,452.7750203675363
4943E,98653.0,6.0,461.83705904296573,trabalhista,0.7520389120732888,0.6241787698572216,12.0,7.0,baixo,19.0,desconhecido,0.16291273470417378,16442.166666666668,0.672954667679908,35.0,1398.308207142132
1740D,198001.0,4.0,383.59361184597014,criminal,0.06155708490382039,0.4147193976659533,6.0,3.0,alto,31.0,baixo,0.945821682039601,49500.25,0.810254663979027,56.0,1128.0849124592858
6947H,421770.0,19.0,857.2604748969035,civil,0.3752944430982601,0.5605912272129508,7.0,10.0,alto,,baixo,0.6902178673998336,22198.42105263158,1.0,55.0,2613.0995288424833
8677H,471507.0,16.0,807.1226989365016,criminal,,,8.0,4.0,alto,79.0,baixo,1.0,29469.1875,0.8142285421448744,44.0,2444.727918262227
4421B,296186.0,13.0,309.7761241328332,criminal,0.29197937806051677,0.346332026158986,3.0,10.0,medio,55.0,medio,0.08466689068446874,22783.53846153846,0.29923411696394364,49.0,864.4800502272099
9765F,223646.0,4.0,811.1124446093654,civil,0.45962302640826097,0.7004856000077102,17.0,7.0,invalido,31.0,medio,0.9383743766697904,55911.5,0.7750518750103851,57.0,2122.7041783166346
1093F,329345.0,17.0,122.16389091832202,trabalhista,0.6261221464665977,0.7470340765185473,21.0,4.0,baixo,67.0,baixo,0.8329490273270388,19373.235294117647,0.6986772316111028,40.0,421.35320407135043
1363E,44016.0,1.0,662.1600170035261,civil,1.0,1.0,8.0,4.0,baixo,32.0,alto,0.29404748914944917,44016.0,0.47190248067590645,44.0,1845.763917415678
6391H,317166.0,18.0,604.511255542823,civil,0.687456597054653,0.681072121486553,11.0,5.0,baixo,74.0,alto,1.0,17620.333333333332,0.8129065476351478,35.0,1732.6186113573856
5031D,262034.0,20.0,14.474831136957903,trabalhista,0.011992300214825447,0.9072064607373369,20.0,6.0,alto,92.0,baixo,0.1360759715988838,13101.7,0.3221391043519154,40.0,-326.7647975042689
1071G,57938.0,17.0,831.0386005340392,trabalhista,0.3711662752470102,0.4998116797683794,18.0,8.0,alto,27.0,alto,0.4590462861417599,3408.1176470588234,0.319767706063239,47.0,2535.610123670984
4900C,204750.0,15.0,707.8303475052185,criminal,0.8309188821086364,0.6723601126760276,16.0,10.0,medio,48.0,alto,0.0,13650.0,0.3339076875442562,37.0,2261.8567772666675
2234B,410315.0,11.0,279.76072813422405,trabalhista,0.292006261359692,0.4518678173553359,13.0,6.0,alto,43.0,medio,0.5218391488358408,37301.36363636364,0.4644421520213201,46.0,634.0189907774928
3246C,290710.0,13.0,665.8074649346169,criminal,0.35479680428730415,0.4596011200912356,9.0,5.0,medio,95.0,baixo,0.3313482344119358,22362.30769230769,0.40906401369191225,49.0,2051.0688119244214
9379A,91720.0,1.0,577.9997348976292,criminal,0.4911330304747828,0.5704452513385733,19.0,9.0,baixo,34.0,baixo,0.5698027847019205,91720.0,0.3354418650741985,56.0,1637.1142213147823
3460H,397658.0,17.0,-106.96793643226147,trabalhista,0.9010862460035098,0.7634496706369027,7.0,3.0,baixo,69.0,alto,1.0,23391.647058823528,0.8256628813792443,41.0,-366.62177027173357
5183H,217877.0,6.0,399.3398252907281,civil,0.10973969142512321,0.30897096426503506,17.0,10.0,medio,75.0,medio,,36312.833333333336,,40.0,999.568123944609
5659C,497539.0,4.0,637.6491486980865,criminal,1.0,0.5902445629923591,8.0,9.0,alto,71.0,alto,0.32384458193664845,124384.75,0.5514994474689988,43.0,1718.7324211423847
6913A,163058.0,20.0,528.8223665305228,trabalhista,0.7505814890767337,0.7091984320826231,8.0,1.0,alto,72.0,alto,0.3158648880656191,8152.9,0.31842364828269,,1204.7438756362035
5160G,106478.0,16.0,224.7238550651287,,1.0,0.7035225776033998,3.0,10.0,baixo,81.0,baixo,0.5799738265297958,6654.875,0.6230845246786116,46.0,744.3092944829539
2030E,435377.0,15.0,623.1059269402674,civil,0.0,0.2433898964859444,16.0,10.0,baixo,50.0,baixo,0.6140804855564332,29025.13333333333,0.5397835871928132,43.0,1438.264561012705
6594A,443905.0,15.0,612.9877959796925,trabalhista,0.5851471887539474,0.34311406710021186,12.0,8.0,alto,61.0,baixo,0.0,29593.666666666668,0.2668546926833672,42.0,1832.868588723335
5833B,157101.0,6.0,448.08259270363254,trabalhista,1.0,0.8256628813792443,15.0,9.0,baixo,41.0,baixo,0.047152893677012975,26183.5,0.18860887888678982,39.0,1594.0584138233098
8812A,386843.0,15.0,309.8607375952367,civil,0.8380898043559241,0.8086220586786366,21.0,10.0,medio,51.0,baixo,0.8946161711148977,25789.533333333333,0.6151647355895323,60.0,700.3757054870463
3665G,221996.0,14.0,763.7065301313743,criminal,0.8264603620311541,0.5737213852654575,4.0,4.0,baixo,78.0,baixo,0.3820753468883278,15856.857142857143,0.23388885747392063,37.0,2684.248437148065
7195C,391417.0,11.0,711.7715027319564,criminal,0.7828450822777346,0.7245201525525811,23.0,4.0,medio,24.0,alto,0.1999549480892323,35583.36363636364,0.4440692935696613,38.0,1980.3567097606683
6658H,235380.0,7.0,632.5267202536451,trabalhista,0.0,0.2327433444145965,7.0,10.0,medio,30.0,baixo,0.5209568190445664,33625.71428571428,0.2704429296502184,45.0,1815.4046197951986
2826C,262200.0,9.0,340.02288185332554,trabalhista,0.3303612042104396,0.432035294788587,11.0,2.0,baixo,52.0,medio,0.14293973366149487,29133.33333333333,0.36474000068691914,44.0,998.1692052252175
5031D,93745.0,,328.53098527943905,trabalhista,0.0,0.1650324320482833,5.0,2.0,medio,50.0,baixo,0.8765165512387664,5859.0625,0.9021320327609913,42.0,1089.768586986719
2838D,162283.0,5.0,621.7130331083248,criminal,,,13.0,0.0,,57.0,medio,0.42172314117828286,32456.6,0.3553905657233656,43.0,1959.2919809577206
2725G,423445.0,20.0,354.14424197554104,civil,0.9944499425443599,0.6650816213042635,11.0,10.0,baixo,62.0,alto,1.0,21172.25,1.0,47.0,1347.8303070212444
1014A,411116.0,10.0,251.29085682881765,criminal,0.17797261216404092,0.1318374901117772,5.0,4.0,alto,79.0,baixo,0.8179345970300378,41111.6,0.6029954328915517,,617.708349471935
9669E,471758.0,18.0,493.896739458806,civil,0.0006039340955160954,0.3443937865728032,8.0,2.0,alto,53.0,medio,,,,60.0,2070.222641910395
4155H,44345.0,3.0,553.0874821892418,civil,0.677506515929615,0.34871777809274257,21.0,10.0,baixo,4.0,alto,0.7539020632915678,14781.666666666666,0.6195006710019595,53.0,1570.6389634476366
4112B,131489.0,13.0,657.4154433813949,trabalhista,1.0,0.7932701338561717,17.0,1.0,baixo,77.0,medio,0.0,10114.53846153846,0.2827337064434939,57.0,1368.0694761913214
9350H,61819.0,11.0,464.0790703353523,criminal,0.20520787064597934,0.5664776924645978,11.0,10.0,baixo,69.0,baixo,0.008932405107054092,5619.909090909091,0.37124995665246147,45.0,1465.3056352113601
1100D,77779.0,17.0,894.5225420446898,criminal,0.7685252839306441,0.5287916370995462,19.0,8.0,medio,31.0,alto,0.6307517352286721,4575.235294117647,0.6754777887028336,58.0,2732.213853378578
4144F,243493.0,13.0,463.58687529155145,trabalhista,0.6698363864566402,0.8943374243976149,18.0,9.0,alto,76.0,baixo,0.2642720652613014,18730.23076923077,0.6197344200270649,37.0,2382.5689223894437
6539B,384388.0,6.0,525.9491490138763,civil,0.6809114699506271,0.5344838693518463,10.0,5.0,baixo,30.0,medio,0.6477839989448538,64064.66666666666,0.5304491854627482,35.0,1431.135033403867
7702G,95584.0,17.0,462.58346436167784,civil,0.3757510724041918,0.4304251755582716,5.0,2.0,medio,10.0,baixo,0.7633659564592302,5622.588235294118,1.0,57.0,1672.7996306456912
7085B,443166.0,13.0,451.9490252890392,trabalhista,0.0,0.2827337064434939,1.0,6.0,baixo,94.0,medio,0.4835100919873962,34089.692307692305,0.4800060572469721,48.0,1486.5606886946134
6284A,176245.0,19.0,362.8780492346467,trabalhista,0.047070954244101626,0.3903192312209852,17.0,8.0,medio,90.0,alto,0.5895608215975047,9276.052631578948,0.18932917483017692,53.0,728.2495598188506
8580F,278815.0,19.0,236.85276851383068,trabalhista,0.13520297154970162,0.4277034068633484,17.0,8.0,baixo,,alto,0.8274009226386918,14674.473684210529,0.7597460774562146,35.0,605.5522563425951
3575A,350176.0,10.0,128.3767302004561,civil,0.7986605303110454,0.8869286525519369,1.0,0.0,alto,6.0,alto,0.3151277460500245,35017.6,0.48732802452135104,57.0,84.2175576062944
9047C,58036.0,3.0,678.7661910122451,criminal,,,1.0,1.0,alto,27.0,medio,0.5802047897672081,19345.33333333333,1.0,46.0,2285.1449477672686
8631A,284957.0,14.0,489.9409497191793,,0.7892043636740268,0.6011593678273346,23.0,7.0,medio,20.0,alto,0.6917968769232528,20354.071428571428,0.5454234960364517,48.0,681.2033997676107
4124A,101356.0,19.0,638.7568021421555,criminal,0.8970841603881826,1.0,22.0,10.0,alto,92.0,medio,0.39852460328675604,5334.526315789473,0.6866284600171498,49.0,1620.3933989272873
8071E,175364.0,5.0,896.7037472947536,trabalhista,0.2334618354611227,0.3549819289838354,9.0,0.0,baixo,20.0,medio,0.4797748238628592,35072.8,0.6243631538164268,41.0,2488.822250262732
6466B,33052.0,5.0,250.51734387298484,civil,1.0,0.39454876403142464,4.0,10.0,baixo,12.0,alto,0.5242208517131226,6610.4,0.31918736726650154,38.0,341.9659985655969
3353G,336521.0,20.0,368.37581837730966,trabalhista,0.8140511943034716,0.7530712132886046,9.0,10.0,alto,85.0,medio,0.6641177823477303,16826.05,0.559388191707934,48.0,1074.128766433199
1581F,228910.0,17.0,,trabalhista,0.6231211619904151,0.6413247324915464,14.0,2.0,baixo,94.0,medio,0.6188647286459338,,0.40615727565958426,52.0,
2944D,359963.0,10.0,566.4608917292572,trabalhista,0.0007070909347793586,0.9588924098105828,15.0,10.0,alto,,baixo,0.6677348320658871,35996.3,0.7970983325199656,50.0,1553.1045159199655
6578A,405833.0,5.0,723.0171781152733,civil,1.0,0.6995250575748253,16.0,6.0,medio,52.0,alto,0.44706036335165833,81166.6,0.0,60.0,2564.5297272702273
7085C,176692.0,,683.8802141691513,civil,0.7495282314600782,0.8621302741038108,16.0,7.0,invalido,10.0,baixo,0.37422887977118735,44173.0,0.28719643488614094,48.0,1704.6224575251047
3330D,60461.0,6.0,717.3082888216805,trabalhista,0.7247270954187855,0.7468392895943899,13.0,4.0,,5.0,baixo,0.360854957874139,10076.833333333334,0.34356815118938355,55.0,2284.1259603640906
2234B,312894.0,4.0,183.70408170296207,civil,0.0,0.057076941409940324,14.0,1.0,baixo,64.0,desconhecido,0.5145376761179249,78223.5,0.2815448160233907,45.0,409.04926248405286
2461B,39472.0,7.0,415.2176975588266,trabalhista,0.08140937505503315,0.26803398806158535,22.0,2.0,alto,58.0,baixo,0.20021591482462986,5638.857142857143,0.37677549827982837,,967.6626511439893
4582A,361407.0,7.0,261.5873679735694,trabalhista,0.5470022532800946,0.37022603797666465,21.0,8.0,baixo,8.0,baixo,0.7331496796838602,51629.57142857143,0.5663894003300592,40.0,846.8635024425353
7489D,142036.0,18.0,599.654853064261,civil,0.7906639328945729,0.8585628829343085,9.0,10.0,alto,30.0,alto,0.4363696038549404,7890.888888888889,0.7791702638770751,49.0,1763.8246017476374
9744F,87602.0,3.0,392.547196924006,criminal,0.011491561753364743,0.0,23.0,9.0,medio,17.0,medio,1.0,29200.666666666668,0.565987876678434,44.0,1672.5648264550755
7720E,55523.0,1.0,310.06017913200475,criminal,0.31044565534596946,0.255304822673532,9.0,6.0,alto,3.0,medio,0.31554670970008447,55523.0,0.5432407507827413,46.0,559.9854717158585
5133F,191838.0,4.0,779.0969850034624,trabalhista,0.7995692258655565,0.5629252851850923,21.0,0.0,alto,21.0,alto,0.6198053714185421,47959.5,0.5125273639593821,43.0,2477.9553584172827
1581F,395406.0,6.0,436.4569561380733,trabalhista,0.6929460208977035,0.37074898841328,4.0,2.0,alto,16.0,baixo,0.6232379538075542,65901.0,0.4236253492154499,51.0,1549.6170644941808
2670F,96060.0,9.0,333.2829768274368,civil,0.20090232853294787,0.3771187051339874,10.0,8.0,alto,96.0,desconhecido,0.6095694938512302,10673.333333333334,0.6435190126068331,52.0,1320.3125680299593
5252B,301223.0,14.0,382.9562340509083,civil,0.5988252764803559,0.499227198728307,3.0,6.0,alto,27.0,baixo,0.26428456490137053,21515.92857142857,0.4060489774872549,45.0,1573.7372882164009
8751C,169471.0,12.0,763.4419192261624,civil,0.7160892285425559,0.9190300762208828,21.0,1.0,medio,6.0,alto,0.42034333826661374,14122.583333333334,0.8374538262553453,40.0,2192.231145089691
4943E,352870.0,20.0,477.3634167813898,criminal,1.0,0.565987876678434,9.0,5.0,alto,42.0,,0.6417983144930851,17643.5,0.3714357801264387,53.0,1206.2173979579202
7320B,385050.0,4.0,496.7541403318543,trabalhista,0.11093125303320663,0.4409330224493024,19.0,8.0,alto,16.0,baixo,0.9452555513702761,96262.5,0.8637373779564019,36.0,1731.5806654701496
7303H,308676.0,12.0,789.35339024604,criminal,0.20845036922582033,0.3068498628630212,16.0,3.0,alto,45.0,baixo,0.5929225959728397,25723.0,0.7539587620397272,56.0,2201.6349251338024
5170D,414833.0,10.0,414.11848825828685,trabalhista,0.9702535825515288,0.5971331635874373,16.0,9.0,invalido,3.0,baixo,0.659500653336976,41483.3,0.8407260850335874,57.0,740.4241317111118
9277A,73162.0,7.0,707.3877530236044,trabalhista,0.3210858867098224,0.49927720903612915,17.0,1.0,baixo,40.0,medio,0.3890069013004507,10451.714285714286,0.7750825080260093,54.0,2664.6952565594693
1596D,33749.0,3.0,,criminal,0.7156580306492648,0.631735710361202,18.0,2.0,medio,20.0,medio,0.9602310645533457,11249.666666666666,0.7120524572174753,47.0,
6202B,303497.0,14.0,962.5805737459527,trabalhista,0.7753596225778883,1.0,10.0,6.0,alto,7.0,alto,0.7809730311754524,21678.35714285714,0.5372379473302268,60.0,2736.618985066033
8576D,142313.0,10.0,591.1761012267814,criminal,0.36770803805806584,0.23439064190892905,21.0,3.0,baixo,59.0,baixo,0.1785286016485809,14231.3,0.5474764638073483,43.0,2193.1356747294412
,58477.0,16.0,706.994054982736,civil,0.7497561919649496,0.7659876982537386,19.0,6.0,medio,11.0,medio,0.9258005017048104,3654.8125,0.6492834204495268,46.0,1978.7139493722548
3783B,185642.0,16.0,335.8585136249768,criminal,0.5284798132331199,0.7217373706698673,22.0,4.0,alto,93.0,baixo,0.05068250499881874,11602.625,0.0,50.0,1297.723173970961
1443G,116373.0,10.0,315.0748850494871,civil,0.7630091390639498,0.8924803278970742,15.0,7.0,baixo,52.0,medio,0.855558484323966,11637.3,1.0,53.0,825.4031359941432
4944H,434653.0,13.0,815.2562231426123,civil,0.23357329295132934,0.6973657038514487,15.0,7.0,alto,3.0,medio,1.0,33434.84615384616,0.6965848425521166,36.0,2826.138475594527
4325C,199176.0,6.0,737.0883404934115,trabalhista,,,11.0,4.0,invalido,21.0,medio,0.5713622067152777,33196.0,0.8627526840570368,50.0,2509.6057569666305
8291G,224442.0,12.0,364.14281023946324,civil,0.6013002996231523,0.5325870747523787,8.0,6.0,medio,53.0,baixo,0.28424763876241826,18703.5,0.34461167566390716,39.0,1865.9895953436621
9606G,34551.0,9.0,160.09941614086802,trabalhista,0.49297781895976844,0.3932403412223847,22.0,10.0,alto,96.0,alto,0.8823333208683604,3839.0,0.9319317491648672,59.0,629.9486658985061
7949E,98359.0,13.0,460.56650740463465,civil,0.8512699747763279,0.8838471503712219,16.0,5.0,baixo,30.0,alto,0.4022515941518206,7566.076923076923,0.41857811763969827,51.0,896.1106927119455
6226A,478096.0,4.0,497.2644425701334,trabalhista,0.5499952689119164,0.4613808040530798,10.0,7.0,alto,11.0,medio,0.7138302627919637,119524.0,0.9078283355071084,40.0,900.9660355471457
4317F,173988.0,11.0,741.920057429316,trabalhista,0.6521620333221223,0.28879346128522854,9.0,8.0,medio,81.0,baixo,0.4104385999665012,15817.09090909091,0.7014464569741812,58.0,2445.6476949031976
1355C,156150.0,20.0,795.2041498422974,civil,0.9265999307266147,1.0,15.0,4.0,alto,25.0,medio,0.4027287638876731,7807.5,1.0,41.0,2488.815660069043
1407E,202517.0,18.0,783.4106485123232,trabalhista,0.7440959077449536,0.5686327964245934,22.0,6.0,baixo,50.0,alto,0.7714219247705763,11250.944444444443,0.7828112407025561,40.0,2237.835801905755
7319B,339780.0,11.0,475.3458079662318,civil,0.7956217726862995,0.9748824670425478,5.0,0.0,alto,89.0,baixo,0.9751345963966022,30889.090909090908,0.4611747451969954,37.0,1914.3477673942643
4491A,497143.0,4.0,413.18723968962985,civil,1.0,0.702487856282698,20.0,10.0,alto,9.0,alto,0.23503684190491833,124285.75,0.020966892843622797,59.0,714.6945559183016
5032F,321829.0,18.0,559.4296856628349,trabalhista,0.34735989506513665,0.6644450362632552,2.0,7.0,baixo,45.0,medio,0.37771208300696923,17879.38888888889,0.6327810565803177,55.0,1592.5180121654334
1602H,81134.0,1.0,380.9428082039312,civil,0.0,0.21745232056378794,22.0,2.0,alto,29.0,medio,0.43143617641293946,81134.0,0.5818535619012369,49.0,1062.3468267348521
6427H,381060.0,7.0,340.05647104204786,trabalhista,1.0,1.0,16.0,0.0,alto,62.0,alto,0.4404066463049561,54437.142857142855,0.44260589406500167,50.0,876.7693440957656
4037D,137967.0,6.0,264.29633678745563,civil,0.7497682551044033,0.8711112845431324,18.0,5.0,medio,15.0,alto,0.842580170070477,22994.5,1.0,51.0,828.7523083867013
3001B,124455.0,15.0,152.92177314141222,trabalhista,0.7608686530302585,1.0,16.0,7.0,alto,19.0,baixo,0.44736361779426037,8297.0,0.17110370013007165,43.0,646.0785176233575
4997D,288835.0,18.0,376.74327420348476,civil,0.0,0.397100278317268,5.0,10.0,medio,15.0,alto,0.2564997838535033,16046.388888888889,0.3684025287113708,60.0,1268.6985411608766
5269G,491063.0,11.0,177.77820586593765,civil,0.17931034525025652,0.06326261962382262,1.0,2.0,medio,39.0,medio,0.5759967203590324,44642.09090909091,0.531677294928222,43.0,780.6498296959737
9379A,463209.0,20.0,586.8650234307755,civil,0.0,0.0,19.0,0.0,baixo,35.0,medio,0.0633853037788906,23160.45,0.23342593920252663,51.0,1749.4473110576987
9659H,205405.0,15.0,644.162522724034,criminal,0.5732562471523412,0.7305531386530036,10.0,2.0,,13.0,alto,0.7507807498305683,13693.666666666666,0.6966325735981737,41.0,1626.951912597851
1048H,269646.0,16.0,765.6893144838469,trabalhista,0.764418373431738,0.7483446604106363,21.0,4.0,medio,16.0,alto,0.0,16852.875,0.42220879879941386,59.0,2475.7684309318056
3456A,219937.0,7.0,99.4958381841309,trabalhista,0.38815649641190597,0.41648081911847656,13.0,10.0,alto,67.0,medio,0.1959985234496037,31419.571428571428,0.4876450740917502,36.0,555.8370815704297
2243F,341900.0,10.0,290.15515818621543,trabalhista,0.10411509533470861,0.6749311099977336,,7.0,baixo,95.0,alto,0.143165480266167,34190.0,0.5337928815318573,60.0,758.9830619967357
4606A,415007.0,12.0,313.9649783134073,trabalhista,0.6620364634258006,0.2784401229458417,23.0,8.0,baixo,55.0,alto,1.0,34583.916666666664,0.7899014938435815,40.0,539.3700516836345
1209D,91192.0,14.0,538.014546156018,criminal,0.43497985644072645,0.45764256500498235,23.0,8.0,alto,65.0,medio,1.0,6513.714285714285,0.5936428962838327,44.0,1807.2498934421478
2355B,221758.0,5.0,411.6662567861483,civil,0.0,0.24367893474870583,11.0,3.0,baixo,35.0,alto,0.7605571862660325,44351.6,0.7967455847865261,51.0,1334.1321339428127
8046F,340877.0,18.0,888.27081528737,civil,0.9710226465578097,0.6872446105919862,15.0,7.0,medio,16.0,medio,0.3064345409308746,18937.61111111111,0.6221169818107952,48.0,2671.674452466115
7215D,265161.0,5.0,275.63959430363417,civil,0.09754238324690173,0.37001339030634045,2.0,10.0,baixo,1.0,medio,0.6624381266973274,53032.2,0.5542307883073899,37.0,1087.9678722526503
6608G,55993.0,3.0,591.3656473526278,criminal,0.3413526984266808,0.5928851480127543,6.0,4.0,medio,14.0,medio,0.6443315658548178,18664.33333333333,0.3511491940896839,50.0,2318.6926742639316
2762D,191564.0,5.0,349.39569868127836,trabalhista,0.8065624109499178,0.7929270178419072,21.0,2.0,invalido,62.0,alto,0.8720198968554713,38312.8,0.8621474517437981,50.0,753.6152683015064
4090C,182053.0,17.0,,criminal,0.36103140242558374,0.6427258426115658,11.0,4.0,alto,7.0,alto,0.8784997137281886,10709.0,0.8026720992536728,39.0,
6977F,316287.0,19.0,581.9342625557108,civil,0.38657895215980237,0.48319096992348265,15.0,1.0,baixo,23.0,baixo,1.0,16646.684210526317,0.8019080044026698,50.0,2713.357029124647
4713E,221349.0,,619.387312443773,civil,0.41357356307320936,0.3004296778204374,9.0,10.0,medio,99.0,baixo,0.4890078952761266,11649.947368421052,0.7158700071992286,57.0,1812.3315622057553
8517B,137044.0,12.0,524.082276420903,criminal,0.9851261626865262,0.9090300729967731,12.0,10.0,alto,63.0,medio,0.4514657689501971,11420.333333333334,0.8861300392791309,39.0,2109.2377779607764
2124G,211062.0,9.0,25.408864842861277,criminal,0.1652488327447464,0.5515241277177312,4.0,10.0,alto,29.0,medio,0.4370713140484327,23451.33333333333,0.31948777186266386,58.0,-20.000199108182045
7031G,92888.0,1.0,482.09515705820286,criminal,0.8925007996897352,0.6692621248035938,23.0,5.0,baixo,22.0,baixo,0.9163243854501623,92888.0,1.0,81.0,1381.7254042883526
1481F,99351.0,18.0,454.1912812527464,criminal,1.0,0.5289834111622751,14.0,0.0,alto,80.0,medio,0.6784055178681642,5519.5,0.6059825088503729,40.0,1342.2462888367108
2353D,211071.0,4.0,374.31498325653206,civil,0.9178458116747139,0.8850604091534195,22.0,5.0,baixo,93.0,alto,0.2529090504829274,52767.75,0.7817818243735086,52.0,608.797858497034
1185G,264085.0,10.0,281.0682059027909,trabalhista,0.44281226184162803,0.5848283733103925,3.0,4.0,medio,6.0,medio,0.17503848807047862,26408.5,0.3207013816107287,46.0,980.2426231084835
1686G,263883.0,7.0,768.6166377098369,criminal,1.0,0.8019080044026698,21.0,,baixo,82.0,alto,0.43327649742666635,37697.57142857143,0.4709315374558292,55.0,2098.4221372198267
2194F,42446.0,1.0,529.0867063257311,civil,0.895529056528468,0.9191305878253992,17.0,6.0,invalido,29.0,alto,0.501697706478784,42446.0,0.5346304832917064,41.0,1751.0076726028376
6220E,191805.0,17.0,588.4872790562456,criminal,0.4354041845472379,0.8780992470776514,13.0,5.0,alto,89.0,baixo,0.4044438474901162,11282.64705882353,0.15679052956334982,51.0,1907.114281902831
5436A,78632.0,2.0,339.18240096193836,civil,0.45920098243286256,0.3305526060548788,8.0,10.0,baixo,45.0,alto,0.3432465939617819,39316.0,0.5603153005809648,44.0,1203.619861289508
1190G,51576.0,11.0,,trabalhista,0.49610188095360486,1.0,12.0,6.0,alto,2.0,medio,0.7331463256689489,4688.727272727273,0.5256213122280184,43.0,
5182D,33320.0,9.0,795.8296086197493,criminal,0.47367426296067205,0.5036168813966267,12.0,9.0,baixo,64.0,alto,0.9812374824095803,3702.222222222222,0.8971171102885529,43.0,2056.425254066292
6218E,171822.0,7.0,469.4225118258498,criminal,1.0,1.0,12.0,4.0,baixo,96.0,baixo,0.0,24546.0,0.39176829648939615,58.0,1286.1088274926365
2258D,,17.0,500.28774470534097,civil,,,2.0,0.0,medio,36.0,baixo,0.7526471033703146,7823.64705882353,0.797705323954286,45.0,1382.3961373779257
2613B,214535.0,17.0,65.34899711448122,trabalhista,0.5725269050782084,0.5194455901145936,10.0,8.0,medio,96.0,baixo,0.14199662724214301,12619.70588235294,0.1476225990924341,59.0,474.821510775082
5654C,56572.0,2.0,325.9242847090038,civil,0.6516454031485741,0.580115990316783,23.0,4.0,baixo,41.0,baixo,0.0,28286.0,0.2158941946767247,48.0,987.7076564646361
9388E,310092.0,6.0,408.1970293865576,civil,0.5641271925535106,0.5658452263290696,9.0,3.0,medio,20.0,medio,0.41788346108042074,51682.0,0.42729699938147897,39.0,938.8046201713116
5003E,146528.0,14.0,583.6742166525961,criminal,0.9399421584199249,0.42453968502825423,,5.0,medio,55.0,baixo,0.0,10466.285714285714,0.48318301295442556,41.0,1754.0810502054694
1736E,199898.0,6.0,537.026591956203,trabalhista,0.0,0.38869200360007383,4.0,4.0,medio,37.0,medio,0.7131476039238673,33316.333333333336,0.6605303368536833,51.0,1282.2968700258061
4514A,57867.0,2.0,87.36396117245701,trabalhista,0.9495084714228661,0.633802385104977,23.0,0.0,baixo,42.0,medio,1.0,28933.5,0.6068090213410926,57.0,625.9109793883777
5456G,90231.0,1.0,312.6975855555777,trabalhista,0.4380154743311766,0.6255061062493511,14.0,1.0,baixo,38.0,baixo,0.13630034595638377,90231.0,0.3675224398099792,43.0,667.0127476998333
6907A,489478.0,,554.62268868278,civil,0.37276141518388317,0.5781490040813377,16.0,3.0,medio,97.0,medio,0.5013560111641477,48947.8,0.32882273502020526,53.0,1570.3386893791815
2387D,252428.0,5.0,623.7428298286992,civil,0.09831830380089748,0.4705409241695774,18.0,7.0,medio,52.0,baixo,0.0,50485.6,0.5398793972473378,59.0,1678.5905833454653
